customer_id,name,age,account_balance,device_id,account_age_days
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Erin Edwards,73,2807.46,e6697833-b841-40a0-9fe7-71d6d9178793,2161
aab97e49-4f2d-4796-81d2-c7de4ce1eb90,James Phillips,19,25631.27,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,1590
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Lisa Turner,18,12738.53,4dcabfb7-001a-4a8b-956f-03508c459ce2,1154
c9277d9b-6e0d-4648-b5ce-884149732d6c,Mary Marshall,70,24983.19,82dc4c8e-36b5-429a-acf5-e81e71316269,1696
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Carolyn Miller,87,12860.71,9e87e04c-a208-4977-a9f2-533683f4a9a9,836
f3b63fe1-d184-4324-97e8-392a55cee5db,Megan Walker,72,38319.36,0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,123
9c7c7377-79a2-4903-bbe3-3b243eae0032,Angel Perry,34,36682.6,b7e58481-31c6-41ec-935f-2b0aa1384ddc,2328
664fa663-7e8f-4095-a24c-69b6b24445a7,Matthew Smith,86,31982.99,e2add909-c521-4f2d-9c45-d539c03f3538,198
3805f907-6cd6-4193-8746-8f591b494e15,Tyler Holmes,28,41005.16,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,2192
222282e1-74da-4ebf-9f11-5b76d92c9227,Mary Travis,76,10139.41,c1581092-f335-4ba3-913a-7052986f9025,1795
d0a44432-9cd6-4852-b14c-7df4e4347d51,Kathy Rivas,37,16971.99,28be9288-e5af-4e39-b227-64e68c41561b,1956
7337c599-7984-4388-9c8a-ee30be6033f7,David Walsh,36,35846.33,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,1535
709b7d97-464c-44af-bd3f-3799a07295e9,Dustin Nelson,36,18084.63,14a0bccb-8a47-4a87-a49d-681d51d87c64,1735
620e99d3-3b33-43d8-a69c-d696236c7b87,Michelle Brown,69,47085.64,7746d0ba-8ae8-405b-94b4-a48268586eba,1960
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Taylor Silva,56,46899.77,e172b725-db52-4a58-8500-0bc6b20dcb6e,641
7a1b5806-6160-46b4-9360-715fc3fe0183,Guy Molina,28,17712.25,d5f25073-f414-42b1-a442-9ebbda7b9095,2521
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Lindsey Walker,67,46309.99,7c5308bf-6f92-425e-85df-16b6382c043f,1635
ab3b4d37-560c-45ee-a38c-254c076e2bba,Jennifer Martin,24,33339.22,fb10987f-20ac-4703-ab67-146a77a6e17c,2394
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Justin Johnson,77,13780.63,dde9f863-22bd-4388-adb9-9102a48b3dbe,2945
42999aa4-0cdf-442b-ae85-cb217631de9d,Daniel Murphy,65,48305.55,473bd358-610e-4a64-a130-1617c2dff335,453
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Bradley Smith,54,44249.18,f3b1025b-fff9-4585-8d55-7b618a175dfe,2057
1190f938-a66f-47f7-b966-9fa759970043,Marissa Webster,36,36571.83,d6d7b3b8-3309-4d35-bf4d-f561f319c125,1155
3d114802-2702-478b-9f0f-da8d05379ff6,Michael Elliott,37,44467.23,41992fdf-b310-42f0-b70c-779837cc863b,1697
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Nicole Wilson,41,42695.49,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,1649
edcb8cb6-0692-4c63-9424-aed51bac5c15,Michael Rubio,89,39481.69,32c5bd89-b70b-4420-b104-3785658b2523,104
d4a057a7-b0cc-4b3b-9793-b9b413748146,Ashley Barton,42,1248.02,ce3714af-99b4-4350-af2b-99b4d9acd158,1920
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Hannah Patterson,83,34902.86,a5c5650c-8186-4576-91a7-26095eddbbbf,957
6b88f83d-d97d-49cd-833d-2bce575aed2c,Ashley Yu,58,9620.34,75b17a55-d426-4982-a43e-4288a2b5b498,1604
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Tracie Nelson,50,25200.79,c64ee6e3-89c5-431a-ab6c-1016cee624d0,816
d36357b6-6f81-4f4f-b701-f7bb7bc67e1f,Debra Christian,37,18956.97,4767d76c-162f-4a24-af43-613cd4aac9a3,1416
c01f36bf-3e6d-458b-b367-c28de1b294de,Leonard Gray,24,36326.06,533420e6-d9d8-4b8d-be8a-dee70758e201,640
5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,Gina Beard,50,27584.47,8e485223-46b9-4991-a14e-b70db380c73a,955
30e912f2-f2b4-4abf-8441-aefd0299436a,Nathan Freeman,39,12955.49,79e13cea-b0cb-461f-bd85-de89c2171429,2086
72bb912d-7da6-4785-b63b-4dc3a559e463,Anna Walker,68,44710.28,a9f948b2-4e63-44bb-be49-3f43b118f68d,2075
8db06746-7927-4973-9e78-1fd794e0d3ba,Jessica Reese,38,25629.22,7428a656-b3ee-4d3b-9a10-412954aebd1b,2332
3b048a8b-405b-4dc9-8e7e-d827455ac762,Corey Wilson,81,43344.21,b0ae8f08-c31e-4bbc-b36c-b62b892e6161,816
bd1531c8-3764-4bda-b108-d4482f65fafa,Dr. William Warren,36,29028.21,d52721e7-19bc-443e-bb02-bebb48729a4d,1216
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Adrian Ferguson,66,3136.58,0df56ac6-f96b-448a-8ba6-eab94639447b,1244
f1afdb65-b289-4224-8ac9-778d8da8eee4,Sean Henry,47,47742.5,48ca7651-92f5-4f7b-8323-d342df6a8f93,2566
5738811d-70c2-403f-ba8d-03aa782a65e0,Anthony Everett,54,46487.61,10ba58e3-d276-4bdc-9d34-d08e7a4c75d4,2545
93b7a886-12f7-4c97-bde3-1a516694c343,Amy Hernandez,63,48366.09,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,700
8edddfcd-1e52-4770-bf89-7142fe716b14,Lisa Gibbs,80,15979.15,61607459-85c7-404b-8693-da1139c6a1ca,2976
4c1f55ab-7156-49ee-a893-be3d7354ea6f,Wanda Torres,50,16529.18,f5c9b047-9c10-4572-8f6b-40d09efba58b,128
c342bd2b-f295-456e-9967-5f06bd767e35,Daniel Guerrero,35,28283.26,8d4f5d27-2c7f-4b79-bd67-cde92834e4c0,1759
68949b8d-00af-4b3a-a812-859a1337739e,Kirk Carter,71,35105.46,48603b32-b4fb-4eb9-89c1-3de73b4206c5,1896
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Tammy French,63,5761.65,cdccc33a-a943-4aa0-96fc-734da003cd28,2902
1d61fac3-6cd5-4859-b2a4-47b2ef04e57d,Maria Kerr,40,7864.12,0f44704f-1247-4a4e-a469-98e8d39e198b,155
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Laura Roberts,19,16804.99,4dd8eb85-b04d-4376-b7fc-97031fd5a423,246
45b1ed25-f153-4ae8-a70a-cc5cb321bf21,Katherine Miller,65,28088.18,bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,1706
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Vernon Huff,43,40695.56,054f92ff-f366-4ad4-964d-b03f93403fad,921
d248a9a7-ac1a-4554-83c7-5611ffe3fa49,Andrew Avila,41,45748.79,7135f221-a6c9-437f-84da-d06a7872bdeb,1530
ff37d19c-2e76-428b-8735-44f9ea83bf00,Madison Vasquez,24,25574.3,6889803e-5913-49d3-b852-99f4175ba98d,685
1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe,Erin Steele,37,32848.23,668409e3-f1f8-443e-a99f-131849c8a43f,2560
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Ernest Morris,33,3487.66,dd6ac7b8-6778-443b-85c5-b37af85e06a1,1907
004b6fab-fcf5-4188-932e-6dcd83bc9478,Kimberly Gutierrez,32,19403.56,9f64eeed-5c9d-427d-84b8-71bb300568d2,834
71299889-a01a-4992-bf9d-3e64c1a6423b,Christina Dunn,49,29335.73,e17f29e1-7028-4046-89bc-473fed7bf656,854
0763fcd0-1f15-47b6-bc16-128db2c08394,Lisa Allen,68,23814.3,03802b70-8d03-491e-8f8d-5238288b78b5,575
3985fb62-17dc-4eff-a872-13f98d605936,Susan Murray MD,79,15040.52,eec259dc-7f95-497c-a76a-a6ced50755d9,2362
b495db4e-8245-4fb4-8ab7-706eb77350ca,Ruben Baird,75,2494.51,25074181-8d1f-4540-b4ef-f5453e652603,1716
9970cf60-ebff-4d15-b0cb-d7556232b17a,Sherry Shields,59,41307.43,dabac50d-ca3d-4859-85ce-099c46b82659,1078
c9a7d91f-ef2a-4713-9702-10496a39aaa6,Samantha Campbell,77,17005.91,9475dbc9-9641-4ced-9664-d2644c6e27ff,2312
dd81b7f5-7d59-41c6-a8f1-e091ffb8102d,Joshua Reed,70,14305.6,6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,5
de9e3757-5260-401e-aecf-67d2749176f4,Michael Armstrong,85,42259.13,69288e92-c68a-452f-9b23-aa8c3bcabf85,992
7914f8a8-bea4-4f31-9174-00f80b2c782a,Roberta Hughes,64,35276.1,a6eab79e-d21c-42f8-8ada-4f80a9e782d4,2984
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Jonathan Lawrence,69,7504.53,d85480f0-dfca-40b7-99b1-7e80dea4ae17,370
e912b4bf-86a4-4ae4-9986-b4b270b7e868,Nathan Ortiz,47,3012.31,1327f1bc-2784-478f-b84f-16b3a79fbfaf,120
43d88870-f81d-4aa1-8812-0a8e78308930,Michael Santos,80,22242.52,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,1082
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,Nathan Malone,72,13292.17,9e11d2cd-0930-4ef6-8a80-068ddf547e50,117
af34cf65-a193-44b2-bc19-e71d118405ad,Yolanda Francis,79,41963.03,c2a79689-1933-418c-ba74-57616f18c108,1932
19bad7ae-df61-4a5c-b432-3070a23d4c2f,Michael Berger,18,9491.42,0e5dd462-cbd0-4ef2-930a-37df0bc61066,513
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Joseph Knight,51,12749.58,2cd1586a-2b84-4c67-ae18-3554cae28e66,1142
61ee6c5b-deef-480f-9c07-a75114374509,Cynthia Durham,65,9960.43,a34db7c5-760d-4bbb-bb70-b3a124a35cf2,897
aab612c9-415d-474a-b5a6-69814104a8b5,Robert Santana,33,26318.12,12e89d10-2871-4733-8bed-db12ad77e82f,704
fcd6bdca-5876-4d09-b1fa-f665711533f3,Margaret Coleman,80,22347.97,4d57d880-d865-469a-b4f3-310340066ff2,2909
da743152-627b-41a1-bfd6-f23232ffe294,Mr. Kenneth Andrews,84,13138.82,059dd55d-4b94-4e30-b303-f438fe2110d0,1680
6553867d-a881-4fd3-947d-577bfa5a91ca,Keith Jennings,68,38134.46,e91e314e-0c8e-49e3-b93e-08d5bea29dfe,2745
d534ee1d-7f29-44f5-bec3-9a379b3d74bd,Donna Lindsey,46,6687.56,3810ae66-5a31-44cc-8d4b-69a99b689c88,1093
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,Michelle Hopkins,64,2995.71,18dfbc3c-a0d4-4e3d-a303-f6c6d69d42f1,1774
0a17991e-a576-4411-a0a1-1839e7457704,Jeremiah Riley,79,35479.24,e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,1228
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Carlos Ryan,33,5793.87,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,2480
2a1f955a-d499-4a99-85c4-5a3ee9da484a,Roger Olson,56,17968.91,ded255d0-bf1e-4366-8b8e-63d4ce7607ad,1758
77e490c7-1d7b-4313-8de2-2f1c56b60afc,Brenda Levy,40,3354.89,aca5e2fd-b966-442a-ad23-8d36dc322c97,1782
d882b5c1-f79e-4d70-a5bc-c272fadd7ea3,Holly Gibbs,86,44447.34,1fa382e8-895c-4d99-83b3-8eb403902c5d,2810
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,Lauren Carson,36,25653.68,acc216a0-1bbc-41f7-9f18-e583f0b6f83f,2817
9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,Kristina Herman,86,34514.22,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,2840
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Jason Taylor,19,2299.05,fef518a6-4dea-4645-8986-bbebf23e323d,896
3c1bdacc-18e1-4331-9dba-12677e1ca5a1,Brandy Chavez,49,47071.28,b24cc64f-be3e-4e57-b30a-9e32aba4fc03,1688
965befdf-6b4b-4411-8a4a-0e2df22b5b98,Brittany Perry,29,20020.33,9d9b6231-7d45-48ef-956c-e8ea19597b5a,2428
479d0cda-f396-4a37-b065-c817687a4850,Jacob Ramos,50,23454.39,5cd8fe1a-dafe-48a9-bc71-e0bef3579560,2739
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,Vanessa Howard,60,47131.78,f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,1441
d2fe2fde-d918-43e5-b2f2-5eef1f45dbfd,Matthew May,57,45362.18,0cf2b69b-0577-4ea9-b899-924698de8ebb,285
fd235def-3e5a-47e3-9560-db22c96b5edb,Justin Jones,30,11514.87,961d33ba-3508-43f0-8de0-8fc2c3e15a85,2547
3ba5cd2f-dea4-4c19-9024-3d723748967f,Charles Lester,52,17491.16,fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,90
8a4b8f7c-2147-4a15-bcce-96f6250a4578,Christopher Guerrero,25,19884.43,5bb5c40c-03cd-42e3-a1bd-db4106998731,1626
96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,Christopher Williams,51,13774.03,1d181ee9-86ad-4a8c-abc4-123ebde13c1b,826
72c22a16-79eb-4168-9045-56e5bee3eb79,Kayla Rodriguez,46,2920.13,9d77a45e-f206-4269-b8b7-7c0780fb9296,729
e8a3f341-c881-4065-ba2c-98ce0b19f88e,Kelly Ellis,38,48411.45,ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,676
6d204496-66d0-4371-98e8-8ebb7a9e8eef,Katherine Browning,27,21750.08,5275eb94-14ae-4f5c-a636-58c912d0498d,2968
204e178c-10d0-4d11-a5f9-34bf9bb96155,Mark Kelley,81,29220.3,98eeac2b-fe9f-4caa-a182-f347533f5a72,1123
816bcb9f-7426-4193-8b7e-6b3c87d292a6,Annette Miles,53,19228.89,e0b15aba-a6a2-4967-a79b-44b6da509fed,2144
dd90e79e-b888-46ed-8d24-4e3ec4dabddb,Jesse Perez,41,43488.71,66132e69-7418-4109-93d1-bf0f56c438e4,37
50032b35-1857-4baf-bac7-e2b96a7e4c36,Maurice Brooks,29,22020.71,79699ed2-ec48-4f55-afd3-80c42713582c,1549
15da705c-d4ef-40aa-975a-81ec112fa612,Brent Rodgers,40,37972.6,0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,873
8fca7b6a-8fc4-4092-b4e5-59e596229348,Bryan Gomez,47,45225.09,6c4596f6-c012-40ff-b0ed-e303aa53c19c,2110
0d2b91ef-b897-4ec5-aa74-bb18de3b496f,Lindsay Bell,30,44880.64,279c658a-3676-4ce5-81e5-c9f693f277cc,2225
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,Ryan Richardson,29,47968.53,39e58ff0-92f8-47d4-8750-3f1dc33a1f6c,76
8f9b72ae-d85c-46bd-adda-4f8dcea60f4c,Sabrina Austin,26,16646.37,9be71737-06b8-4231-8e86-7f3ca487eeab,718
b18753e6-d457-4ad9-a867-a096edd877c8,Christopher Park,69,29098.46,59dcabd0-56fe-4fb9-abe9-e2074f199ec0,1391
24ac2130-deaf-428d-ae70-983801902620,Jennifer Thomas,33,22973.83,177d6e7e-07d9-44ce-b8c8-8faea2178f84,396
604e46cb-3712-42d1-87cd-b6a1bf012e32,Glen Wood,42,28131.45,f10013a7-c6de-42f0-930a-c1c7b8ba8368,1493
e222b6a6-15bf-4e97-98a2-1f1c914dcfae,Christopher Williamson,70,39787.37,716fda0a-45a8-4829-94e2-86e5ac8936bc,2617
9b69554d-7c54-435f-ac8c-3b6aa974d079,Donald Fischer,56,5469.1,1c6345ab-6e0e-41e8-985d-3f861d2324e6,1066
97d7a560-adb1-4670-ad9f-b00d4882d73c,Mr. Andrew Foster,75,3820.38,345512f7-01f7-47ec-8e06-30cd996d5c50,634
c47104c0-3613-4e15-b200-c2614d29d1ab,David Murphy,22,37114.74,6e3f683a-bf3c-4140-bf54-a51101fa964e,733
88575117-6155-4667-a112-507c2cfa55b0,Kathryn Whitaker,35,48463.95,65a674c2-1273-4a23-9aaa-b32fce6322b6,954
6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,Thomas Atkins,34,5955.01,67884209-92ca-425a-ade5-93329364f3d0,1543
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,Alex Nguyen,63,35347.49,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,2218
5ca260c9-eb76-47c9-b08a-4895d4ffa666,Ryan Sanchez,26,41271.14,1422373f-8622-48d1-a683-e10796c044d0,2682
beed10b6-4f6e-474b-9eda-b0276550f74a,Gary Jackson,83,4986.09,87d5b7be-1d30-4990-a21b-030782af085c,1446
c6b6e4ad-e7ea-4d5a-b1a3-ac4d828c37e7,Nicholas Fuentes,25,19339.27,1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,1857
2c6a6e9a-3280-47a1-8187-222b257d5e52,Paige Rios,34,47415.18,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,217
9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,Joann Glass,62,37915.53,fc8d5b93-a2a2-491f-a49b-1cd99082889b,1811
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,Brittany Jones,78,19521.39,cbdc4318-4d85-43d2-a1a2-748571348c2a,2215
5a18e2a3-0e61-4bcd-9767-490046510367,Emily Hayes,36,6448.68,497de16d-d4ea-420a-9e65-96540e9058b6,173
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,Lisa Hunter,30,20854.9,f4488385-8de7-4d6c-9490-77c27674456f,1082
0a8076ec-e558-4e16-bd29-ede9cab4923b,Robert Pearson,37,6822.08,80599b93-79c2-42e4-9ae1-a991524f93ff,829
73557b9d-0fd6-447e-b52d-4af2269ed4c9,Steven Cooper,56,37556.2,a56895c6-812a-4f9b-9596-9802b6dd6257,1997
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,Jeffrey Mills,79,20610.92,eafde7d9-5f73-4a3e-9d28-6aa428a39779,1532
c6435300-68a5-4c68-a32d-bb5e486bb6bf,Kyle Mccormick,42,43561.36,54669d19-10df-4974-95ab-946da5b5cdc2,934
62f5df2b-adaa-44ca-8ed6-ad5e18318aa3,Nathaniel Douglas,23,40303.35,267eddce-df8f-4197-9a4a-99b2e806133c,685
a9e27ba9-952e-4abb-94dd-5061555736f8,Gregory Ponce,49,28244.25,2102f9c9-6457-4bc4-a981-b098b2cf952d,815
15b02530-f020-4992-b576-255e98549f22,James Conner,38,3126.64,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,203
ff4625af-bd20-463b-b275-b5f3d436a7a8,Kelsey Lucas,53,28138.86,04aac1b7-5ca0-4428-822c-4d326c645c15,1556
f37fd50d-2e25-45ee-8f11-d8dc5cd33369,Travis Tucker,74,26631.79,27aa7cbc-2337-4bbc-bffe-77c839feb99c,1257
c9c23e69-d82c-4565-8bb9-07ec13c11754,Randy Conley,66,35091.69,a97431db-09a9-41c1-86ca-c6f4e238fe93,1397
9e374f7a-c42c-4c39-a05b-46c556363094,James Martin,71,29631.4,9feefdff-c566-4a81-b15e-54f6d4d30795,2704
b89f72f3-2a60-4652-a714-7668cf1d7d3a,Jason Rhodes,74,45847.46,9c4ffb46-71b7-41aa-b836-f5713ccec76c,1354
c8a723e9-bfa0-46c2-809c-b50648f1096d,Joseph Collins,33,44622.93,e76adca9-7811-4802-88cc-7cfecf01f944,668
